match_id,match_date,player_id,player_name,team_name,country,position,role,minutes,shots_p90,xg_p90,passes_p90,progressive_passes_p90,carries_p90,progressive_carries_p90,pressures_p90,recoveries_p90,defensive_actions_p90,duels_p90,dribble_success_rate,turnovers_p90,contribution_index,future_contribution_index,target,model_probability
3877090,2023-09-04,42545,Mateusz Bogusz,LAFC,Poland,Left Center Midfield,Midfielder,96.0,1.875,0.052,42.188,17.812,42.188,9.375,20.625,7.5,10.312,3.75,1.0,4.688,35.273,,,0.6034981928735428
3877090,2023-09-04,46420,Filip Yavorov Krastev,LAFC,Bulgaria,Right Center Midfield,Midfielder,15.3,5.882,0.035,23.529,11.765,29.412,5.882,41.176,0.0,5.882,0.0,1.0,0.0,33.996,,,0.028914416477418554
3877115,2023-09-21,3658,DeAndre Yedlin,Inter Miami,United States of America,Right Wing Back,Defender,96.0,0.0,0.0,51.562,12.188,38.438,3.75,15.938,3.75,8.438,0.938,0.333,1.875,22.738,17.16,0,0.33445476888763565
3877115,2023-09-21,5203,Sergio Busquets,Inter Miami,Spain,Center Defensive Midfield,Midfielder,96.0,0.0,0.0,70.312,20.625,48.75,2.812,22.5,4.688,10.312,4.688,0.0,3.75,29.952,31.069,1,0.9179033373113868
3877115,2023-09-21,5211,Jordi Alba,Inter Miami,Spain,Left Wing Back,Defender,33.96666666666667,0.0,0.0,100.687,21.197,68.891,5.299,5.299,0.0,5.299,0.0,0.0,0.0,24.376,21.031,0,0.41124156714096255
3877115,2023-09-21,5503,Lionel Messi,Inter Miami,Argentina,Right Center Forward,Attacker,37.03333333333333,7.291,0.705,48.605,17.012,48.605,7.291,7.291,7.291,7.291,0.0,1.0,9.721,32.49,22.088,1,0.4548365964630054
3877115,2023-09-21,12619,Josef Martínez,Inter Miami,Venezuela (Bolivarian Republic),Left Center Forward,Attacker,64.46666666666667,2.792,0.292,23.733,1.396,18.149,1.396,9.772,1.396,2.792,0.0,0.0,2.792,9.856,13.268,0,0.23439639273709997
3877115,2023-09-21,18618,Sergiy Kryvtsov,Inter Miami,Ukraine,Center Back,Defender,94.85,0.0,0.0,63.574,19.926,52.188,10.438,10.438,3.795,7.591,2.847,1.0,2.847,32.29,36.188,1,0.4886317593115445
3877115,2023-09-21,23828,Kamal Miller,Inter Miami,Canada,Left Center Back,Defender,96.0,0.0,0.0,72.188,32.812,52.5,3.75,9.375,5.625,7.5,3.75,0.0,1.875,33.468,34.791,1,0.8771269235669471
3877115,2023-09-21,29946,Robert Taylor,Inter Miami,Finland,Right Wing,Attacker,58.96666666666667,4.579,0.292,79.367,13.737,68.683,15.263,6.105,6.105,12.21,0.0,0.5,4.579,35.001,16.212,0,0.7957256398938042
3877115,2023-09-21,32878,Facundo Farías,Inter Miami,Argentina,Left Center Midfield,Midfielder,96.0,0.938,0.072,63.75,16.875,57.188,9.375,14.062,8.438,8.438,0.0,0.5,3.75,30.47,23.192,0,0.23999745358184474
3877115,2023-09-21,36430,Dixon Arroyo,Inter Miami,Ecuador,Right Center Midfield,Midfielder,30.933333333333334,0.0,0.0,69.828,14.547,66.918,8.728,11.638,5.819,8.728,2.909,0.0,5.819,24.875,27.301,1,0.8655759483254072
3877115,2023-09-21,41824,Leonardo Campana,Inter Miami,Ecuador,Center Forward,Attacker,31.533333333333335,2.854,0.174,48.52,5.708,42.812,5.708,34.249,5.708,5.708,2.854,1.0,0.0,28.747,10.122,0,0.03585995678158757
3877115,2023-09-21,42373,Drake Callender,Inter Miami,United States of America,Goalkeeper,Goalkeeper,96.0,0.0,0.0,30.938,21.562,10.312,0.0,0.938,1.875,1.875,0.0,0.0,0.0,16.64,9.0,0,0.27181350113347225
3877115,2023-09-21,205682,Noah Allen,Inter Miami,United States of America,Left Wing Back,Defender,62.03333333333333,1.451,0.047,85.599,13.057,71.091,10.156,15.959,5.803,10.156,7.254,0.0,0.0,30.016,19.931,0,0.9594553573462273
3877115,2023-09-21,225209,Benjamin Cremaschi,Inter Miami,United States of America,Left Center Midfield,Midfielder,31.333333333333332,2.872,0.393,77.553,11.489,71.809,20.106,11.489,2.872,2.872,2.872,1.0,2.872,36.126,17.072,0,0.42552547817817743
3877115,2023-09-21,225210,David Ruiz,Inter Miami,United States of America,Right Center Midfield,Midfielder,64.66666666666667,0.0,0.0,70.979,11.134,55.67,2.784,23.66,2.784,6.959,4.175,0.0,8.351,19.902,29.221,1,0.8610201384615886
3877115,2023-09-21,366752,Tomás Agustín Avilés Mancilla,Inter Miami,Chile,Right Center Back,Defender,65.06666666666666,1.383,0.043,53.945,15.215,38.73,6.916,26.281,1.383,2.766,9.682,0.0,2.766,26.727,38.45,1,0.9714476741234486
3877115,2023-09-21,7037,Lorenzo Insigne,Toronto FC,Italy,Left Wing,Attacker,96.0,3.75,0.291,54.375,8.438,58.125,8.438,7.5,5.625,6.562,0.0,0.333,11.25,19.901,,,0.6500758749751293
3877115,2023-09-21,7777,Federico Bernardeschi,Toronto FC,Italy,Right Wing,Attacker,96.0,1.875,0.058,29.062,9.375,38.438,9.375,12.188,3.75,5.625,0.938,0.4,3.75,22.328,,,0.3897045803960519
3877115,2023-09-21,12339,Charles Kwabena Sapong,Toronto FC,United States of America,Center Forward,Attacker,27.466666666666665,0.0,0.0,9.83,0.0,13.107,0.0,26.214,0.0,9.83,0.0,0.0,6.553,13.271,,,0.5798947545258185
3877115,2023-09-21,12544,Latif Blessing,Toronto FC,Ghana,Left Center Midfield,Midfielder,27.383333333333333,0.0,0.0,36.153,13.147,39.44,0.0,19.72,0.0,3.287,3.287,0.0,3.287,17.091,,,0.5313931434274923
3877115,2023-09-21,12765,Michael Bradley,Toronto FC,United States of America,Left Center Back,Defender,96.0,0.0,0.0,43.125,16.875,31.875,2.812,9.375,5.625,12.188,0.0,0.0,0.0,25.266,,,0.5964557254753363
3877115,2023-09-21,12770,Jonathan Osorio,Toronto FC,Canada,Left Center Midfield,Midfielder,96.0,0.0,0.0,50.625,7.5,45.0,4.688,17.812,2.812,7.5,0.0,0.0,0.938,19.781,,,0.2623440503997457
3877115,2023-09-21,12772,Víctor Vázquez,Toronto FC,Spain,Right Center Midfield,Midfielder,11.633333333333333,0.0,0.0,61.891,0.0,38.682,0.0,23.209,0.0,7.736,0.0,0.0,7.736,10.444,,,0.4389014115519522
3877115,2023-09-21,23645,Sigurd Rosted,Toronto FC,Norway,Right Center Back,Defender,96.0,0.0,0.0,29.062,9.375,21.562,0.938,12.188,1.875,10.312,0.938,0.0,0.938,17.953,,,0.6442231497458002
3877115,2023-09-21,24788,Brandon Iván Servania,Toronto FC,United States of America,Right Center Midfield,Midfielder,14.35,0.0,0.0,25.087,0.0,43.902,6.272,31.359,0.0,6.272,0.0,0.0,12.544,15.68,,,0.6276807812809064
3877115,2023-09-21,29005,Raoul Petretta,Toronto FC,Italy,Left Back,Defender,68.41666666666667,0.0,0.0,72.351,23.678,61.827,5.262,5.262,2.631,3.946,1.315,1.0,2.631,26.67,,,0.12689897597042435
3877115,2023-09-21,33292,Franco Ibarra,Toronto FC,Argentina,Right Center Midfield,Midfielder,70.01666666666667,0.0,0.0,41.133,11.569,37.277,0.0,21.852,2.571,5.142,2.571,0.0,3.856,17.739,,,0.45517036781526593
3877115,2023-09-21,35393,Tomás Romero,Toronto FC,El Salvador,Goalkeeper,Goalkeeper,96.0,0.0,0.0,31.875,17.812,18.75,2.812,0.0,0.0,0.0,0.0,1.0,0.0,17.118,,,0.036138252038684454
3877115,2023-09-21,205820,Deandre Kerr,Toronto FC,Canada,Center Forward,Attacker,65.51666666666667,2.747,0.561,9.616,1.374,24.727,2.747,26.1,5.495,5.495,1.374,0.5,9.616,20.433,,,0.33696066415244125
3877115,2023-09-21,226488,Kobe Franklin,Toronto FC,Canada,Right Back,Defender,96.0,0.0,0.0,47.812,20.625,42.188,2.812,9.375,4.688,10.312,1.875,0.0,2.812,25.687,,,0.8203577133850066
3877115,2023-09-21,229435,Themi Antonoglou,Toronto FC,Canada,Left Back,Defender,27.583333333333332,0.0,0.0,26.103,9.789,22.84,0.0,22.84,0.0,0.0,0.0,0.0,0.0,14.846,,,0.04954325120811648
3877115,2023-09-21,229444,Alonso Coello Camarero,Toronto FC,Spain,Center Defensive Midfield,Midfielder,68.61666666666666,0.0,0.0,68.205,27.544,62.958,2.623,39.349,10.493,13.116,7.87,0.667,2.623,44.359,,,0.8064203670311623
3877170,2023-10-08,3658,DeAndre Yedlin,Inter Miami,United States of America,Right Wing Back,Defender,75.18333333333334,0.0,0.0,35.912,3.591,29.927,3.591,11.971,2.394,7.182,3.591,1.0,1.197,16.226,18.093,0,0.22701504403013825
3877170,2023-10-08,5203,Sergio Busquets,Inter Miami,Spain,Center Defensive Midfield,Midfielder,96.0,0.938,0.025,63.75,18.75,45.0,2.812,15.938,3.75,10.312,9.375,0.0,6.562,25.659,36.478,1,0.9965643601441465
3877170,2023-10-08,5503,Lionel Messi,Inter Miami,Argentina,Center Forward,Attacker,41.1,6.569,0.462,41.606,17.518,59.124,6.569,2.19,8.759,8.759,0.0,0.8,10.949,27.61,16.567,0,0.5753435972692866
3877170,2023-10-08,12619,Josef Martínez,Inter Miami,Venezuela (Bolivarian Republic),Center Forward,Attacker,75.23333333333333,3.589,0.363,20.337,3.589,19.14,1.196,3.589,3.589,8.374,0.0,0.0,3.589,13.268,,,0.6150014413050642
3877170,2023-10-08,18618,Sergiy Kryvtsov,Inter Miami,Ukraine,Center Back,Defender,96.0,0.0,0.0,65.625,30.0,46.875,12.188,13.125,0.0,2.812,3.75,0.0,2.812,36.188,,,0.9331292319966541
3877170,2023-10-08,23828,Kamal Miller,Inter Miami,Canada,Left Center Back,Defender,96.0,0.0,0.0,58.125,25.312,42.188,4.688,5.625,2.812,8.438,5.625,1.0,0.938,30.994,38.588,1,0.7860585266500254
3877170,2023-10-08,25112,Jean Mota,Inter Miami,Brazil,Right Center Midfield,Midfielder,41.233333333333334,2.183,0.064,85.125,28.375,82.943,10.914,8.731,15.279,15.279,2.183,1.0,0.0,44.749,,,0.34122833636952227
3877170,2023-10-08,29946,Robert Taylor,Inter Miami,Finland,Right Back,Defender,20.816666666666666,0.0,0.0,77.822,4.323,64.852,12.97,4.323,4.323,4.323,0.0,0.0,4.323,16.212,,,0.40499839393573395
3877170,2023-10-08,32878,Facundo Farías,Inter Miami,Argentina,Center Attacking Midfield,Midfielder,96.0,1.875,0.071,45.0,11.25,46.875,6.562,18.75,2.812,3.75,1.875,0.5,2.812,23.192,,,0.2063275148833629
3877170,2023-10-08,35761,Nicolás Stefanelli,Inter Miami,Argentina,Center Forward,Attacker,20.766666666666666,0.0,0.0,43.339,0.0,34.671,8.668,13.002,4.334,8.668,0.0,0.0,4.334,15.602,,,0.533024451033556
3877170,2023-10-08,42373,Drake Callender,Inter Miami,United States of America,Goalkeeper,Goalkeeper,96.0,0.0,0.0,23.438,9.375,9.375,0.0,0.0,3.75,3.75,0.0,0.0,0.0,9.0,,,0.19822290831746156
3877170,2023-10-08,205682,Noah Allen,Inter Miami,United States of America,Left Wing Back,Defender,96.0,0.938,0.02,45.938,5.625,34.688,7.5,14.062,4.688,6.562,2.812,1.0,2.812,20.78,19.081,0,0.20135781008229897
3877170,2023-10-08,225209,Benjamin Cremaschi,Inter Miami,United States of America,Left Center Midfield,Midfielder,96.0,2.812,0.242,40.312,10.312,43.125,4.688,18.75,1.875,6.562,1.875,0.0,6.562,22.404,11.739,0,0.7874189909393057
3877170,2023-10-08,225210,David Ruiz,Inter Miami,United States of America,Right Center Midfield,Midfielder,54.766666666666666,1.643,0.066,54.23,11.503,54.23,11.503,26.293,4.93,6.573,3.287,0.0,6.573,29.221,,,0.8378528753013009
3877170,2023-10-08,366752,Tomás Agustín Avilés Mancilla,Inter Miami,Chile,Right Center Back,Defender,54.9,4.918,0.429,78.689,27.869,68.852,11.475,14.754,9.836,14.754,1.639,1.0,3.279,49.843,27.056,1,0.7189644204211885
3877170,2023-10-08,5696,Santiago Arias,Cincinnati,Colombia,Right Wing Back,Defender,96.0,0.938,0.059,31.875,12.188,23.438,3.75,11.25,2.812,5.625,2.812,0.0,0.938,19.505,,,0.6722032767560243
3877170,2023-10-08,7848,Matt Miazga,Cincinnati,United States of America,Center Back,Defender,96.0,1.875,0.155,22.5,6.562,9.375,0.938,13.125,1.875,13.125,1.875,0.0,1.875,19.673,,,0.8991694950041228
3877170,2023-10-08,12409,Yuya Kubo,Cincinnati,Japan,Right Defensive Midfield,Midfielder,31.966666666666665,2.815,0.249,14.077,5.631,16.893,5.631,33.785,11.262,19.708,5.631,0.0,8.446,33.113,,,0.9933328871684307
3877170,2023-10-08,12570,Dominique Badji,Cincinnati,Senegal,Left Center Forward,Attacker,8.683333333333334,0.0,0.0,0.0,0.0,20.729,0.0,20.729,0.0,0.0,0.0,0.0,20.729,0.0,,,0.6435684584272476
3877170,2023-10-08,13368,Júnior Moreno,Cincinnati,Venezuela (Bolivarian Republic),Left Defensive Midfield,Midfielder,64.03333333333333,1.406,0.036,49.193,7.028,39.355,0.0,18.272,4.217,9.839,1.406,0.0,2.811,17.158,,,0.4902427176638999
3877170,2023-10-08,13371,Luciano Acosta,Cincinnati,Argentina,Center Attacking Midfield,Midfielder,87.53333333333333,1.028,0.026,44.212,17.479,52.437,8.225,16.451,9.254,10.282,1.028,0.571,11.31,28.98,,,0.6865662780941861
3877170,2023-10-08,13823,Nick Hagglund,Cincinnati,United States of America,Right Center Back,Defender,96.0,0.0,0.0,30.938,16.875,21.562,2.812,13.125,0.0,5.625,1.875,0.0,0.0,22.312,,,0.632574505432733
3877170,2023-10-08,17299,Brandon Vázquez,Cincinnati,United States of America,Right Center Forward,Attacker,87.31666666666666,2.061,0.322,16.492,5.154,21.645,1.031,14.43,5.154,9.277,4.123,0.5,6.184,18.413,,,0.7902404715787216
3877170,2023-10-08,19719,Aaron Boupendza,Cincinnati,Gabon,Left Center Forward,Attacker,51.0,5.294,1.159,26.471,3.529,38.824,7.059,19.412,8.824,10.588,1.765,0.4,5.294,34.809,,,0.7335809357544639
3877170,2023-10-08,23743,Sergio Santos,Cincinnati,Brazil,Left Center Forward,Attacker,45.0,4.0,0.906,18.0,0.0,34.0,6.0,18.0,2.0,2.0,4.0,0.0,12.0,19.072,,,0.9359460766536634
3877170,2023-10-08,28675,Álvaro Martín Barreal,Cincinnati,Argentina,Left Wing Back,Defender,80.38333333333334,2.239,0.384,50.384,21.273,40.307,6.718,7.837,7.837,10.077,1.12,0.333,1.12,34.574,,,0.6438498861207878
3877170,2023-10-08,50496,Obinna Nwobodo,Cincinnati,Nigeria,Right Defensive Midfield,Midfielder,96.0,0.0,0.0,42.188,10.312,37.5,5.625,25.312,9.375,13.125,2.812,0.667,4.688,29.069,,,0.5121009456049846
3877170,2023-10-08,129839,Bret Halsey,Cincinnati,United States of America,Left Wing Back,Defender,15.616666666666667,0.0,0.0,5.763,5.763,5.763,0.0,28.815,5.763,23.052,0.0,0.0,0.0,29.103,,,0.862503763083041
3877170,2023-10-08,210218,Ian Murphy,Cincinnati,United States of America,Left Center Back,Defender,96.0,0.0,0.0,26.25,11.25,17.812,4.688,17.812,0.938,3.75,1.875,0.0,1.875,19.641,,,0.5143269333853879
3877170,2023-10-08,224799,Roman Celentano,Cincinnati,United States of America,Goalkeeper,Goalkeeper,96.0,0.0,0.0,27.188,22.5,11.25,0.0,0.0,1.875,1.875,0.0,0.0,0.0,16.969,,,0.2848215942103001
3877170,2023-10-08,385977,Malik Pinto,Cincinnati,United States of America,Left Center Midfield,Midfielder,8.466666666666667,0.0,0.0,10.63,0.0,10.63,0.0,21.26,0.0,0.0,0.0,0.0,10.63,3.72,,,0.23908131308081418
3877194,2023-10-22,3583,Ashley Westwood,Charlotte,England,Center Defensive Midfield,Midfielder,96.0,0.0,0.0,48.75,16.875,30.938,1.875,11.25,6.562,10.312,0.938,0.0,1.875,23.297,,,0.6004049144025877
3877194,2023-10-22,3833,Nathan Byrne,Charlotte,England,Right Back,Defender,96.0,0.0,0.0,30.0,13.125,15.938,1.875,11.25,2.812,6.562,4.688,0.0,2.812,17.906,,,0.8914571848329363
3877194,2023-10-22,4084,Scott Arfield,Charlotte,Canada,Right Center Midfield,Midfielder,21.25,4.235,0.171,42.353,8.471,33.882,8.471,21.176,0.0,8.471,0.0,0.0,0.0,27.676,,,0.5810718977693788
3877194,2023-10-22,4673,Kamil Jóźwiak,Charlotte,Poland,Right Midfield,Midfielder,66.6,0.0,0.0,27.027,5.405,22.973,1.351,14.865,2.703,6.757,4.054,1.0,6.757,14.494,,,0.43180731550134305
3877194,2023-10-22,8836,Karol Świderski,Charlotte,Poland,Right Center Midfield,Midfielder,74.75,2.408,0.525,34.916,7.224,36.12,3.612,18.06,4.816,8.428,0.0,1.0,6.02,26.339,,,0.15398709230843832
3877194,2023-10-22,12350,Derrick Jones Amaniampong,Charlotte,United States of America,Right Center Back,Defender,7.866666666666666,0.0,0.0,0.0,0.0,0.0,0.0,11.441,0.0,22.881,0.0,0.0,0.0,18.877,,,0.9636331137340317
3877194,2023-10-22,12710,Justin Meram,Charlotte,Iraq,Left Midfield,Midfielder,29.716666666666665,3.029,0.099,27.257,6.057,24.229,12.114,12.114,6.057,12.114,0.0,0.0,6.057,25.113,,,0.8976938296266129
3877194,2023-10-22,12715,Brandt Bronico,Charlotte,United States of America,Left Center Midfield,Midfielder,96.0,0.938,0.049,34.688,6.562,30.0,4.688,30.0,8.438,13.125,1.875,1.0,5.625,28.394,,,0.2516851120001272
3877194,2023-10-22,16550,Jere Juhani Uronen,Charlotte,Finland,Left Back,Defender,96.0,0.938,0.015,45.938,12.188,27.188,1.875,15.0,4.688,15.0,3.75,1.0,0.938,27.283,,,0.6586674650685387
3877194,2023-10-22,23643,Brecht Dejaegere,Charlotte,Belgium,Right Midfield,Midfielder,29.4,0.0,0.0,30.612,6.122,30.612,0.0,24.49,0.0,9.184,0.0,0.0,9.184,15.612,,,0.6815847298240908
3877194,2023-10-22,28397,Kristijan Kahlina,Charlotte,Croatia,Goalkeeper,Goalkeeper,96.0,0.0,0.0,36.562,28.125,21.562,0.0,0.0,1.875,2.812,0.0,0.0,0.0,21.515,,,0.3623796942031894
3877194,2023-10-22,67374,Adilson Malanda,Charlotte,France,Right Center Back,Defender,96.0,0.0,0.0,30.0,15.0,20.625,1.875,13.125,2.812,13.125,0.0,0.0,1.875,24.469,,,0.7803573599864082
3877194,2023-10-22,90379,Enzo Nahuel Copetti,Charlotte,Argentina,Center Forward,Attacker,88.13333333333334,1.021,0.064,26.551,7.148,20.424,2.042,16.339,2.042,4.085,2.042,0.0,8.169,12.92,,,0.6972769913454963
3877194,2023-10-22,133051,Kerwin Calderón Vargas,Charlotte,Colombia,Left Midfield,Midfielder,66.28333333333333,4.073,0.44,38.019,10.862,38.019,4.073,10.862,1.358,10.862,1.358,0.0,2.716,26.053,,,0.8940550743477413
3877194,2023-10-22,389473,Andrew Privett,Charlotte,United States of America,Left Center Back,Defender,96.0,0.938,0.019,30.0,17.812,26.25,2.812,20.625,6.562,8.438,4.688,0.0,0.0,27.649,,,0.7754896856658088
3877194,2023-10-22,3658,DeAndre Yedlin,Inter Miami,United States of America,Right Back,Defender,96.0,0.0,0.0,35.625,6.562,16.875,2.812,13.125,3.75,11.25,0.0,0.0,1.875,18.093,,,0.5954134364301916
3877194,2023-10-22,5203,Sergio Busquets,Inter Miami,Spain,Center Defensive Midfield,Midfielder,96.0,0.0,0.0,96.562,24.375,54.375,3.75,13.125,4.688,15.0,4.688,1.0,0.938,36.478,,,0.8297229504784219
3877194,2023-10-22,5211,Jordi Alba,Inter Miami,Spain,Left Back,Defender,29.1,0.0,0.0,77.32,12.371,55.67,0.0,12.371,9.278,12.371,3.093,0.0,0.0,21.031,,,0.5655700634908597
3877194,2023-10-22,5503,Lionel Messi,Inter Miami,Argentina,Right Wing,Attacker,96.0,2.812,0.054,45.0,12.188,35.625,3.75,6.562,1.875,1.875,0.0,0.5,0.938,16.567,,,0.07718322450156265
3877194,2023-10-22,23828,Kamal Miller,Inter Miami,Canada,Left Center Back,Defender,96.0,0.0,0.0,78.75,31.875,61.875,4.688,4.688,8.438,14.062,0.0,1.0,1.875,38.588,,,0.33844035465006783
3877194,2023-10-22,25321,Gregore de Magalhães Silva,Inter Miami,Brazil,Right Center Midfield,Midfielder,73.8,0.0,0.0,56.098,17.073,42.683,4.878,26.829,2.439,7.317,0.0,0.0,3.659,28.719,,,0.42193620402529924
3877194,2023-10-22,36149,Robbie Robinson Belmar,Inter Miami,United States of America,Left Wing,Attacker,22.4,4.018,1.271,32.143,8.036,40.179,4.018,12.054,0.0,0.0,4.018,0.0,12.054,24.092,,,0.9621557627084241
3877194,2023-10-22,36430,Dixon Arroyo,Inter Miami,Ecuador,Right Center Midfield,Midfielder,22.2,4.054,0.569,48.649,12.162,40.541,0.0,8.108,12.162,16.216,0.0,0.0,4.054,27.301,,,0.7601251413564688
3877194,2023-10-22,41824,Leonardo Campana,Inter Miami,Ecuador,Center Forward,Attacker,96.0,2.812,0.199,21.562,1.875,18.75,0.0,17.812,1.875,2.812,2.812,0.0,4.688,10.122,,,0.46878599405089094
3877194,2023-10-22,132979,Carlos Joaquim Dos Santos,Inter Miami,United States of America,Goalkeeper,Goalkeeper,96.0,0.0,0.0,53.438,34.688,31.875,4.688,0.0,2.812,2.812,0.0,0.0,0.0,29.86,,,0.5022179267585548
3877194,2023-10-22,205682,Noah Allen,Inter Miami,United States of America,Left Back,Defender,66.9,0.0,0.0,51.121,6.726,32.287,5.381,12.108,4.036,6.726,1.345,1.0,2.691,19.081,,,0.11277191676788062
3877194,2023-10-22,222155,Diego Alexander Gómez Amarilla,Inter Miami,Paraguay,Left Wing,Attacker,96.0,2.812,0.352,58.125,10.312,36.562,1.875,15.0,4.688,8.438,4.688,0.0,4.688,22.036,,,0.9193212059415986
3877194,2023-10-22,225209,Benjamin Cremaschi,Inter Miami,United States of America,Left Center Midfield,Midfielder,73.6,0.0,0.0,48.913,3.668,44.022,1.223,15.897,4.891,7.337,1.223,0.0,6.114,11.739,,,0.41612638887074366
3877194,2023-10-22,366752,Tomás Agustín Avilés Mancilla,Inter Miami,Chile,Right Center Back,Defender,96.0,0.0,0.0,53.438,20.625,35.625,2.812,14.062,1.875,4.688,4.688,1.0,0.0,27.056,,,0.2990518189673368
